"db_ref","process_id","year","donorcode","donorname","agencycode","agencyname","crsid","projectnumber","initialreport","recipientcode","recipientname","regioncode","regionname","incomegroupcode","incomegroupname","flowcode","flowname","bi_multi","category","finance_t","aid_t","usd_commitment","usd_disbursement","usd_received","usd_commitment_defl","usd_disbursement_defl","usd_received_defl","usd_adjustment","usd_adjustment_defl","usd_amountuntied","usd_amountpartialtied","usd_amounttied","usd_amountuntied_defl","usd_amountpartialtied_defl","usd_amounttied_defl","usd_irtc","usd_expert_commitment","usd_expert_extended","usd_export_credit","currencycode","commitment_national","disbursement_national","grantequiv","usd_grantequiv","shortdescription","projecttitle","purposecode","purposename","sectorcode","sectorname","channelcode","channelname","channelreportedname","parentchannelcode","geography","expectedstartdate","completiondate","longdescription","sdgfocus","keywords","gender","environment","pdgg","trade","rmnch","drr","nutrition","disability","ftc","pba","investmentproject","assocfinance","biodiversity","climatemitigation","climateadaptation","desertification","commitmentdate","typerepayment","numberrepayment","interest1","interest2","repaydate1","repaydate2","usd_interest","usd_outstanding","usd_arrears_principal","usd_arrears_interest","capitalexpend","psiflag","psiaddtype","psiaddassess","psiadddevobj","ldcflag","ldcflagname","source"
"df_166954",2537075,2017,5,"Germany",81,"City State of Hamburg","2017013836","",3,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"H01",0,0.004024,0,0,0.004301,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.004024,0.004024,0.004024,"FAIR-TRADE-CITY SURVEY IN EIMSBÜTTEL, HAMBURG","Fair-trade-city survey in Eimsbüttel, Hamburg",99820,"Promotion of development awareness (non-sector allocable)",998,"IX. Unallocated / Unspecified",51000,"University, college or other teaching institution, research institute or think-tank","Teaching institution/Research and development institute",51000,"","2016-08-01","2017-02-28","Promotion of fair-trade-awareness in Hamburg","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-14",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_167200",2644298,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018003466","201630003",3,437,"Colombia",10006,"South America",10019,"UMICs",11,"ODA Grants",7,10,110,"B01",0,0.09548,0,0,0.095585,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.09548,0.09548,0.09548,"NATIONAL DATABASE TO DOCUMENT HUMAN RIGHTS VIOLATIONS AND FOSTERING PEACEFUL RECONCILIATION IN COLOMBIA","National Database to document human rights violations and fostering peaceful reconciliation in Colombia",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","2016-01-01","2018-12-31","National Database to document human rights violations and fostering peaceful reconciliation in Colombia","",NA,1,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2016-01-04",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_167512",2644610,2018,5,"Germany",7,"Foreign Office","2018008407","6611896",8,89,"Europe, regional",10010,"Europe",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"D02",0.100319,0.100319,0,0.100429,0.100429,0,NA,NA,0.100319,NA,0,0.100429,NA,0,NA,NA,NA,NA,302,0.100319,0.100319,0.100319,0.100319,"OSCE SURVEY THE WELL-BEING AND SAFETY OF WOMEN IMPLEMENTED BY THE OSCE GENDER SECTION (OSCE = ORGANIZATION FOR SECURITY AND CO-OPERATION IN EUROPE)","OSCE Survey the Well-being and Safety of Women implemented by the OSCE Gender Section (OSCE = Organization for Security and Co-operation in Europe)",15180,"Ending violence against women and girls",151,"I.5.a. Government & Civil Society-general",47131,"Organisation for Security and Co-operation in Europe","Organization for Security and Co-operation in Europe (OSCE)",47000,"","2018-01-01","2018-12-31","To contribute to a reduction of violence against women in the target regions, better services for survivors and higher security for women. Its immediate objective is to provide data and evidence for policy formulation and advocacy.","",NA,2,0,2,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"2018-09-14",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_169669",2646767,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018007177","201806009_1932_15160",1,253,"Malawi",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",3,10,110,"B01",0.437361,0.099341,0,0.437841,0.099451,0,NA,NA,0.437361,NA,0,0.437841,NA,0,NA,NA,NA,NA,302,0.437361,0.099341,0.099341,0.099341,"STRENGTHENING HUMAN RIGHTS OF UNDERPRIVILEGED POPULATIONS THROUGH ENHANCING CIVIL REGISTRATIONS IN BALAKA DISTRICT (MALAWI)","Strengthening human rights of underprivileged populations through enhancing civil registrations in Balaka District (Malawi)",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",51000,"","2018-08-01","2022-06-30","Strengthening human rights of underprivileged populations through enhancing civil registrations in Balaka District (Malawi)","",NA,1,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2018-08-01",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_170215",2647313,2018,5,"Germany",7,"Foreign Office","2018007639","6610413",3,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"C01",0.056018,0.011845,0,0.056079,0.011858,0,NA,NA,0.056018,NA,0,0.056079,NA,0,NA,NA,NA,NA,302,0.056018,0.011845,0.011845,0.011845,"SMALL ARMS SURVEY (SAS) - GLOBAL SMALL ARMS AND LIGHT WEAPONS (SALW) PARTNERSHIP 2017/18","Small Arms Survey (SAS) - global Small Arms and Light Weapons (SALW) partnership 2017/18",15240,"Reintegration and SALW control",152,"I.5.b. Conflict, Peace & Security",51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",51000,"","2017-02-13","2018-06-30","The Small Arms Survey (SAS) project aims at implementing the German vision of strengthening the international engagement for the alignment of agendas concerning Small Arms and Light Weapons (SALW).","",NA,0,0,2,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"2018-12-31",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_172201",2742802,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018001985","201406867",3,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"C01",0,0.016196,0,0,0.016214,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.016196,0.016196,0.016196,"LARGE-SCALE LAND ACQUISTIONS - DATA, PATTERNS, IMPACTS AND POLICIES, A CONTRIBUTION TO THE LAND MATRIX INITIATIVE PHASE 2","Large-scale land acquistions - data, patterns, impacts and policies, a contribution to the Land Matrix Initiative Phase 2",52010,"Food assistance",520,"VI.2. Development Food Assistance",51000,"University, college or other teaching institution, research institute or think-tank","Teaching institution/Research and development institute",51000,"","2015-01-01","2018-09-30","Large-scale land acquistions - Data, patterns, impacts and policies - a contribution to the Land Matrix Initiative Phase 2 - Open data for Transparency and Accountability in Decision-Making over Land.","",NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2014-12-20",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_172262",2742863,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2015127466","201166149",3,431,"Brazil",10006,"South America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.967561,0,0,0.968623,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.967561,0.967561,0.967561,"ENVIRONMENTAL LAND REGISTRATION (CAR)","Environmental Land Registration (CAR)",41040,"Site preservation",410,"IV.1. General Environment Protection",12001,"Central Government","Central Government",12000,"","2017-12-28","2020-12-27","Support the implementation of environmental legislation in particular as regards compliance or restoration of forest policy for private ownership of land","",NA,0,2,1,NA,0,NA,NA,NA,NA,NA,1,NA,2,2,0,0,"2015-08-31",NA,NA,"00000",0,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_173631",2744232,2018,5,"Germany",63,"Federal Ministry of Food and Agriculture","2018011915","GCP/GLO/685/GER",3,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"D02",0,0.471345,0,0,0.471863,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.471345,0.471345,0.471345,"IMPLEMENTATION OF THE PILOT PHASE OF THE GLOBAL INFORMATION SYSTEM ON PLANT GENETIC RESOURCES OF ARTICLE 17 OF THE ITPGRFA","Implementation of the pilot phase of the Global Information System on Plant Genetic Resources of Article 17 of the ITPGRFA",31182,"Agricultural research",311,"III.1.a. Agriculture",41301,"Food and Agricultural Organisation","Food and Agricultural Organisation (FAO - CGRFA)",41000,"","2017-01-01","2019-12-31","Implementation of the pilot phase of the Global Information System on Plant Genetic Resources of Article 17 of the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA). The overall outcome of this project is - improved value and use of plant genetic resources for food and agriculture through facilitated access to PGRFA related in formation and capacity development. The secretariat of the International Treaty will play a catalytic role for the achievement of projects objectives by contributing to the realization of the following outputs and activities.","",NA,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,2,0,1,0,"2016-12-21",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_173736",2744337,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018001293","201622364",3,635,"Myanmar",10009,"South & Central Asia",10016,"LDCs",11,"ODA Grants",1,10,110,"C01",0,0.541659,0,0,0.542254,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.541659,0.541659,0.541659,"CAPACITY BUILDING FOR THE IMPLEMENTATION OF SUSTAINABLE DEVELOPMENT GOALS","Capacity Building for the Implementation of Sustainable Development Goals",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",11003,"Public corporations","GIZ",11000,"","2017-10-01","2020-12-31","Conditions for national implementation of Agenda 2030 in Myanmar have been improved, especially in the area of data collection and analysis as well as evidence-based policy formulation.","",NA,0,0,2,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"2017-11-09",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Purpose code: statistical capacity building"
"df_174222",2744823,2018,5,"Germany",84,"Federal State of North Rhine-Westphalia","2018013835","M-40213-26",8,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"G01",0.033639,0.033639,0,0.033676,0.033676,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.033639,0.033639,0.033639,0.033639,"DATA COLLECTION AND DOCUMENTATION OF THE DEVELOPMENT COOPERATION IN NORTH RHINE-WESTPHALIA","Data collection and documentation of the development cooperation in North Rhine-Westphalia",91010,"Administrative costs (non-sector allocable)",910,"Administrative Costs of Donors",11002,"Local Government","Local Government",11000,"","2018-01-01","2019-12-31","Data collection, organising a documentation of ODA statistics in North Rhine-Westphalia","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-01-01",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_174820",2745421,2018,5,"Germany",7,"Foreign Office","2018008228","6611683",1,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"C01",0.115912,0.064912,0,0.116039,0.064983,0,NA,NA,0,NA,0.115912,0,NA,0.116039,NA,NA,NA,NA,302,0.115912,0.064912,0.064912,0.064912,"GLOBAL MIGRATION DATA PORTAL PHASE III","Global Migration Data Portal Phase III",15190,"Facilitation of orderly, safe, regular and responsible migration and mobili",151,"I.5.a. Government & Civil Society-general",47066,"International Organisation for Migration","International Organisation for Migration (IOM)",41000,"","2018-07-18","2019-12-31","The Global Migration Data Portal, based within the Global Migration Data Analysis Centre (GMDAC) of the International Organisation for Migration (IOM), in its third phase will expand and scale up the content on the Portal, while also maintaining and updating the existing content. By doing so, the Portal becomes more accessible and is in turn used as a tool to address migration policy. The main outcomes of the project are (1) the scaling-up and expansion of the Portal with new data and content to include broader geographical coverage, (2) to improve access to and increase awareness of information on migration data for policy makers, journalists, experts and students, and (3) to keep information on the Portal up-to-date and timely.","",NA,0,0,2,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"2018-07-18",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_176438",2747039,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018006026","201839059",1,437,"Colombia",10006,"South America",10019,"UMICs",11,"ODA Grants",7,10,110,"B01",0.349345,0.025965,0,0.349729,0.025993,0,NA,NA,0.349345,NA,0,0.349729,NA,0,NA,NA,NA,NA,302,0.349345,0.025965,0.025965,0.025965,"SUPPORT OF A NATIONAL DATABASE FOR HUMAN RIGHTS FOR THE DOCUMENTATION, DETERMINATION OF TRUTH AND PROCESSING OF HUMAN RIGHTS VIOLATIONS IN COLOMBIA","Support of a national database for human rights for the documentation, determination of truth and processing of human rights violations in Colombia",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","2019-01-01","2022-12-31","Support of a national database for human rights for the documentation, determination of truth and processing of human rights violations in Colombia","",NA,1,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2018-11-22",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_178963",2749564,2018,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2018012433","18_III_081_Global_M",1,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"C01",3.717691,0.965335,0,3.721775,0.966395,0,NA,NA,3.067095,NA,0.650596,3.070464,NA,0.651311,NA,NA,NA,NA,302,3.717691,0.965335,0.965335,0.965335,"NATIONAL LAND MONITORING AND INFORMATION SYSTEM FOR A TRANSPARENT NDC REPORTING  (NDC = NATIONALLY DETERMINED CONTRIBUTIONS)","National Land Monitoring and Information System for a transparent NDC reporting  (NDC = Nationally Determined Contributions)",41010,"Environmental policy and administrative management",410,"IV.1. General Environment Protection",41301,"Food and Agricultural Organisation","Food and Agricultural Organisation (FAO)",41000,"","2018-05-01","2021-04-30","The project supports the reduction of emissions from deforestation (REDD+) in 22 partner countries (including 16 countries from the previous project 13_III_044_Global_M_National forest monitoring). To this end, it promotes the exchange of experience, knowledge transfer and the development of skills with regard to the application of a newly developed and used software tool for forest monitoring in cooperation with Google Outreach through the training of approx. 400 experts. The software extends the monitoring systems of the target countries. In this way, they can improve monitoring of NDC and REDD+ measures and reporting on GHGs and their reduction. Furthermore, the monitoring system provides an important basis for the implementation of all REDD+ instruments (such as the development of reference levels) and the preparation of reports (BURs) to the UNFCCC. Another new software (Earth Map) for land and restoration monitoring is also being developed by the project.","",NA,0,2,1,NA,0,NA,NA,NA,1,NA,NA,NA,1,2,0,1,"2018-05-03",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_179036",2749637,2018,5,"Germany",7,"Foreign Office","2018008106","6611537",8,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"C01",0.1763,0.1763,0,0.176493,0.176493,0,NA,NA,0.1763,NA,0,0.176493,NA,0,NA,NA,NA,NA,302,0.1763,0.1763,0.1763,0.1763,"GATHERING DATA FOR AN ONLINE DATABASE IN ORDER TO REDUCE THE ILLICIT FLOW OF WEAPONS","Gathering data for an online database in order to reduce the illicit flow of weapons",15240,"Reintegration and SALW control",152,"I.5.b. Conflict, Peace & Security",21000,"International NGO","International NGO",21000,"","2017-12-17","2019-12-16","This project aims at reducing the risk of illicit trade of small arms, light weapons, and other illicit conventional weapons and ammunition by gathering data on illicit weapons to be made accessible in an online database (iTrace).","",NA,0,0,2,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"2018-12-31",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_179058",2749659,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","1999101648","199865635",3,612,"Georgia",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,0.59247,0,0,0.593121,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0,NA,NA,"EINF.VON KATASTER U. GRUNDBUCH","Einf.von Kataster u. Grundbuch",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",12001,"Central Government","Central Government",12000,"","2000-06-20","2003-06-20","Einf.von Kataster u. Grundbuch","",NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,"1999-10-07",1,2,"00750",0,"2009-12-30","2039-06-30",0.094772,12.191891,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_179465",2829852,2018,5,"Germany",60,"Federal Ministry of the Interior, Building and Community","2018011762","CH B18",1,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.094418,0.081724,0,0.094521,0.081814,0,NA,NA,0,NA,0.094418,0,NA,0.094521,NA,NA,NA,NA,302,0.094418,0.081724,0.081724,0.081724,"BILATERAL CO-OPERATION IN OFFICIAL STATISTICS WITH THE PEOPLE'S REPUBLIC OF CHINA","Bilateral co-operation in official statistics with the People's Republic of China",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",11001,"Central Government","Federal Ministry of the Interior, Building and Community",11000,"","2018-01-01","2018-12-31","Improvement of official statistics in the People's Republic of China","",NA,NA,NA,2,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2018-12-31",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Purpose code: statistical capacity building"
"df_180059",2830446,2018,5,"Germany",2,"Kreditanstalt für Wiederaufbau","1997104256","199565276",3,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,0.254927,0,0,0.255207,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0,NA,NA,"PATENT INFORMATION SYSTEM","Patent information system",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",12001,"Central Government","Central Government",12000,"","1998-04-17","2006-04-15","Patent information system","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,"1997-08-11",1,2,"00750",0,"1999-06-08","2008-12-08",0.037767,4.844426,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_180619",2831006,2018,5,"Germany",7,"Foreign Office","2018008300","6611767",8,55,"Turkey",10010,"Europe",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.04175,0.04175,0,0.041796,0.041796,0,NA,NA,0.04175,NA,0,0.041796,NA,0,NA,NA,NA,NA,302,0.04175,0.04175,0.04175,0.04175,"DATABASE ON IMPRISONED JOURNALISTS IN TURKEY","Database on Imprisoned Journalists in Turkey",15153,"Media and free flow of information",151,"I.5.a. Government & Civil Society-general",51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",51000,"","2018-09-01","2019-08-31","Distribution of healthy information on imprisoned journalists through the publication of complete, verified and unbiased data to inform the public as alternative to proper government channels and to support organisations working on this field, jurists and universities. Additionally the awareness in the parliament and abroad should have the chance to get first-hand information on imprisoned journalists.","",NA,0,0,2,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"2018-08-22",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_180948",2831335,2018,5,"Germany",7,"Foreign Office","2018008688","6612329",3,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"C01",0.106495,0.103848,0,0.106612,0.103962,0,NA,NA,0,NA,0.106495,0,NA,0.106612,NA,NA,NA,NA,302,0.106495,0.103848,0.103848,0.103848,"GLOBAL MIGRATION DATA PORTAL - PHASE II","Global Migration Data Portal - Phase II",15190,"Facilitation of orderly, safe, regular and responsible migration and mobili",151,"I.5.a. Government & Civil Society-general",47066,"International Organisation for Migration","International Organisation for Migration (IOM)",41000,"","2017-06-15","2018-06-14","The Global Migration Data Portal, based within the Global Migration Data Analysis Centre (GMDAC) of the International Organisation for Migration (IOM), in its second phase will be finalized and launched. The portal will provide the interested public and policy-makers with relevant information about migration, policy issues as well as other issues arising in the context of migration. The portal bundles data on migration from different sources on one platform, making migration data more accessible.","",NA,0,0,2,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,"2018-12-31",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_181835",2832222,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018004982","201773589",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",7,10,110,"B01",0,0.212444,0,0,0.212677,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.212444,0.212444,0.212444,"STRENGTHENING AND MAINSTREAMING OIO, BASELINE SURVEY AND GENDER IN THE PME SYSTEM IN CASA","Strengthening and Mainstreaming OIO, Baseline Survey and Gender in the PME System in CASA",15150,"Democratic participation and civil society",151,"I.5.a. Government & Civil Society-general",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","2017-01-01","2019-03-31","Strengthening and Mainstreaming OIO, Baseline Survey and Gender in the PME System in CASA","",NA,1,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2017-02-17",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_182465",2832852,2018,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018002109","201433200",3,229,"Cameroon",10003,"South of Sahara",10018,"LMICs",11,"ODA Grants",7,10,110,"B01",0,0.004249,0,0,0.004253,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.004249,0.004249,0.004249,"INDEPENDENT SURVEY REGARDING IMPLEMENTATION OF ACTION PLAN RESULTING FROM SOCOPALM OECD COMPLAINT","Independent survey regarding implementation of action plan resulting from SOCOPALM OECD complaint",15150,"Democratic participation and civil society",151,"I.5.a. Government & Civil Society-general",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","2015-01-01","2018-12-31","Independent survey regarding implementation of action plan resulting from SOCOPALM OECD complaint","",NA,0,2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2014-12-09",NA,NA,"",NA,"","",0,0,NA,NA,NA,NA,NA,"","",NA,NA,"Text mining"
"df_185116",2858092,2019,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2019006061","201839059",3,437,"Colombia",10006,"South America",10019,"UMICs",11,"ODA Grants",7,10,110,"B01",0,0.065057,0,0,0.067278,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.065057,0.065057,0.065057,"SUPPORT OF A NATIONAL DATABASE FOR HUMAN RIGHTS FOR THE DOCUMENTATION, DETERMINATION OF TRUTH AND PROCESSING OF HUMAN RIGHTS VIOLATIONS IN COLOMBIA","Support of a national database for human rights for the documentation, determination of truth and processing of human rights violations in Colombia",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","2019-01-01","2022-12-31","Support of a national database for human rights for the documentation, determination of truth and processing of human rights violations in Colombia","",NA,1,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2018-11-22",NA,NA,"",NA,"","",0,0,0,0,0,NA,NA,"","",NA,NA,"Text mining"
"df_185752",2859992,2019,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019013700","18_III_081_Global_M_",3,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"C01",0,1.198539,0,0,1.239468,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,1.198539,1.198539,1.198539,"NATIONAL LAND MONITORING AND INFORMATION SYSTEM FOR A TRANSPARENT NDC (NATIONALLY DETERMINED CONTRIBUTION) REPORTING","National Land Monitoring and Information System for a transparent NDC (nationally determined contribution) reporting",41010,"Environmental policy and administrative management",410,"IV.1. General Environment Protection",41301,"Food and Agricultural Organisation","Food and Agriculture Organisation (FAO)",41000,"","2018-05-01","2021-04-30","The project supports the reduction of emissions from deforestation (REDD+) in 22 partner countries (including 16 countries from the previous project 13_III_044_Global_M_National forest monitoring). To this end, it promotes the exchange of experience, knowledge transfer and the development of skills with regard to the application of a newly developed and used software tool for forest monitoring in cooperation with Google Outreach through the training of approx. 400 experts. The software extends the monitoring systems of the target countries. In this way, they can improve monitoring of NDC (nationally determined contribution) and REDD+ measures and reporting on GHGs and their reduction. Furthermore, the monitoring system provides an important basis for the implementation of all REDD+ instruments (such as the development of reference levels) and the preparation of reports (BURs) to the UNFCCC (The United Nations Framework Convention on Climate Change). Another new software (Earth Map) for land and restoration monitoring is also being developed by the project. Only the proportion of the share for the developing countries is recorded here.","",NA,0,2,1,NA,0,NA,NA,NA,1,NA,NA,NA,1,2,0,1,"2018-05-03",NA,NA,"",NA,"","",0,0,0,0,0,NA,NA,"","",NA,NA,"Text mining"
