commitmentdate,donorname_survey,projecttitle,recipientname,nsds,role,collaborators,csa,support_type,usd_costestimate,usd_commitment,isocode,recipientcode,regionid,regionname,iso3n,recipientname,source,db_ref,usd_disbursement
2019,International Monetary Fund - IMF,Tonga,Tonga,NA,Lead Donor,NA,2.4.7; 2.6; 2.2,Technical Assistance,"25,619",25619,TON,870,12,Oceania,776,Tonga,survey,imf_541_2020_Tonga,25619
2019,International Monetary Fund - IMF,Trinidad And Tobago,Trinidad and Tobago,NA,Lead Donor,NA,2.4.7; 2.2; 4.5; ,Technical Assistance,"72,392",72392,TTO,375,15,Caribbean,780,Trinidad and Tobago,survey,imf_542_2020_Trinidad and Tobago,72392
2019,International Monetary Fund - IMF,Tunisia,Tunisia,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.2; ,Technical Assistance,"134,769",134769,TUN,139,3,North of Sahara,788,Tunisia,survey,imf_543_2020_Tunisia,134769
2019,International Monetary Fund - IMF,Turkey,Turkey,NA,Lead Donor,NA,2.7,Technical Assistance,"86,361",86361,TUR,55,103,Eastern Europe,792,Turkey,survey,imf_544_2020_Turkey,86361
2019,International Monetary Fund - IMF,Turks And Caicos,Turks and Caicos Islands,NA,Lead Donor,NA,2.6; ,Technical Assistance,"10,273",10273,TCA,387,15,Caribbean,796,Turks and Caicos Islands,survey,imf_545_2020_Turks and Caicos Islands,10273
2019,International Monetary Fund - IMF,Tuvalu,Tuvalu,NA,Lead Donor,NA,2.6; 2.2; ,Technical Assistance,"27,518",27518,TUV,872,12,Oceania,798,Tuvalu,survey,imf_546_2020_Tuvalu,27518
2019,International Monetary Fund - IMF,Uganda,Uganda,NA,Lead Donor,NA,2.6; 2.5; 2.2; 2.7,Technical Assistance,"95,830",95830,UGA,285,4,Sub-Saharan Africa,800,Uganda,survey,imf_547_2020_Uganda,95830
2019,International Monetary Fund - IMF,Ukraine,Ukraine,NA,Lead Donor,NA,2.4.7; 2.6; 2.7; ,Technical Assistance,"86,712",86712,UKR,85,103,Eastern Europe,804,Ukraine,survey,imf_548_2020_Ukraine,86712
2019,International Monetary Fund - IMF,United Arab Emirates,United Arab Emirates,NA,Lead Donor,NA,2.6; ,Technical Assistance,"18,928",18928,ARE,576,11,Middle East,784,United Arab Emirates,survey,imf_549_2020_United Arab Emirates,18928
2019,International Monetary Fund - IMF,Uruguay,Uruguay,NA,Lead Donor,NA,2.4.6;,Technical Assistance,"95,377",95377,URY,460,7,South America,858,Uruguay,survey,imf_550_2020_Uruguay,95377
2019,International Monetary Fund - IMF,Uzbekistan,Uzbekistan,NA,Lead Donor,NA,2.6; 2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"345,634",345634,UZB,617,17,Central Asia,860,Uzbekistan,survey,imf_551_2020_Uzbekistan,345634
2019,International Monetary Fund - IMF,Vanuatu,Vanuatu,NA,Lead Donor,NA,2.4.7; 2.6; 2.2; ,Technical Assistance,"64,703",64703,VUT,854,12,Oceania,548,Vanuatu,survey,imf_552_2020_Vanuatu,64703
2019,International Monetary Fund - IMF,Viet Nam,Viet Nam,NA,Lead Donor,NA,2.6; 2.4.6; 2.5; 2.7 ,Technical Assistance,"70,835",70835,VNM,769,18,South East Asia,704,Viet Nam,survey,imf_553_2020_Viet Nam,70835
2019,International Monetary Fund - IMF,Zambia,Zambia,NA,Lead Donor,NA,2.6; 2.5; 2.2; ,Technical Assistance,"77,965",77965,ZMB,288,4,Sub-Saharan Africa,894,Zambia,survey,imf_554_2020_Zambia,77965
2019,International Monetary Fund - IMF,Zimbabwe,Zimbabwe,NA,Lead Donor,NA,2.5; 2.2; 2.7,Technical Assistance,"176,468",176468,ZWE,265,4,Sub-Saharan Africa,716,Zimbabwe,survey,imf_555_2020_Zimbabwe,176468
2019,International Monetary Fund - IMF,Multi-Region,Multilateral unallocated,NA,Lead Donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7,Training,"1,351,744",1351744,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_556_2020_Regional,1351744
2019,International Monetary Fund - IMF,African Region,"Africa, regional",NA,Lead Donor,NA,2.6; 2.5; 4.5; 2.4.6; 2.2.; 2.4.7; 2.7,Training,"807,584",807584,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_557_2020_Regional,807584
2019,International Monetary Fund - IMF,Africa Training Institute,"Africa, regional",NA,Lead Donor,NA,2.5,Training,"98,537",98537,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_558_2020_Regional,98537
2019,International Monetary Fund - IMF,AFRITAC Central,"Central Africa, regional",NA,Lead Donor,NA,2.2,Training,"49,194",49194,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_559_2020_Regional,49194
2019,International Monetary Fund - IMF,AFRITAC East,"Eastern Africa, regional",NA,Lead Donor,NA,2.5; 2.2; 2.7,Training,"79,278",79278,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_560_2020_Regional,79278
2019,International Monetary Fund - IMF,AFRITAC South,"Southern Africa, regional",NA,Lead Donor,NA,2.7,Training,"105,051",105051,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_561_2020_Regional,105051
2019,International Monetary Fund - IMF,AFRITAC West 2,"Western Africa, regional",NA,Lead Donor,NA,2.2,Training,"7,514",7514,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_562_2020_Regional,7514
2019,International Monetary Fund - IMF,EAC - East African Community,"Eastern Africa, regional",NA,Lead Donor,NA,2.5,Training,"45,569",45569,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_563_2020_Regional,45569
2019,International Monetary Fund - IMF,European Region,"Europe, regional",NA,Lead Donor,NA,2.6; 2.5; 2.4.6; 2.2,Training,"260,894",260894,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_564_2020_Regional,260894
2019,International Monetary Fund - IMF,Joint Vienna Institute,"Europe, regional",NA,Lead Donor,NA,2.6; 2.4.6,Training,"153,373",153373,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_565_2020_Regional,153373
2019,International Monetary Fund - IMF,Asia Pacific Region,Asia-Pacific,NA,Lead Donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7,Training,"344,179",344179,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_566_2020_Regional,344179
2019,International Monetary Fund - IMF,"China, People's",China,NA,Lead Donor,NA,2.6; 2.4.6,Training,"145,756",145756,CHN,730,18,South East Asia,156,China,survey,imf_567_2020_China,145756
2019,International Monetary Fund - IMF,IMF-Singapore Regn Training Ins,Asia-Pacific,NA,Lead Donor,NA,2.6; 2.7,Training,"59,492",59492,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_568_2020_Regional,59492
2019,International Monetary Fund - IMF,PFTAC: Pacific Finan'l Tech Asst Center,Oceania,NA,Lead Donor,NA,2.5; 2.7,Training,"37,632",37632,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_569_2020_Regional,37632
2019,International Monetary Fund - IMF,SARTTAC: South Asia TA Center,South Asia,NA,Lead Donor,NA,2.5; 2.2; 2.7,Training,"73,769",73769,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_570_2020_Regional,73769
2019,International Monetary Fund - IMF,Middle East & Central Asia Region ,Asia-Pacific,NA,Lead Donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7,Training,"245,775",245775,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_571_2020_Regional,245775
2019,International Monetary Fund - IMF,MIDDLE EAST TA Center ,Middle East,NA,Lead Donor,NA,2.2,Training,"45,239",45239,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_572_2020_Regional,45239
2019,International Monetary Fund - IMF,Center for Economics & Finance,Middle East,NA,Lead Donor,NA,2.6; 2.5; 2.4.6; 2.2,Training,"233,702",233702,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_573_2020_Regional,233702
2019,International Monetary Fund - IMF,Western Hemisphere Region,Multilateral unallocated,NA,Lead Donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Training,"100,812",100812,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_574_2020_Regional,100812
2019,International Monetary Fund - IMF,Brazil Regional Training Center for Latin America,South America,NA,Lead Donor,NA,2.6; 2.4.6; 2.7,Training,"112,518",112518,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_575_2020_Regional,112518
2019,International Monetary Fund - IMF,CARIBBEAN TA Center,Caribbean,NA,Lead Donor,NA,2.6; 2.2; 2.7,Training,"72,391",72391,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_576_2020_Regional,72391
2019,International Monetary Fund - IMF,CENTRAL AMERICAN TA Center  ,Central America,NA,Lead Donor,NA,2.5; 2.2,Training,"9,319",9319,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_577_2020_Regional,9319
2020,International Monetary Fund - IMF,African Countries,"Africa, regional",NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"1,149,358",1149358,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_578_2021_Regional,1149358
2020,International Monetary Fund - IMF,AFRITAC CENTRAL,"Central Africa, regional",NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"708,814",708814,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_579_2021_Regional,708814
2020,International Monetary Fund - IMF,AFRITAC South,Regional,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"554,509",554509,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_580_2021_Regional,554509
2020,International Monetary Fund - IMF,AFRITAC West 2,Regional,NA,Lead Donor,NA,2.4.7; 2.4.6; 2.5; 2.2; ,Technical Assistance,"402,027",402027,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_581_2021_Regional,402027
2020,International Monetary Fund - IMF,AFRITAC East,Regional,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"684,398",684398,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_582_2021_Regional,684398
2020,International Monetary Fund - IMF,AFRITAC West,Regional,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"574,446",574446,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_583_2021_Regional,574446
2020,International Monetary Fund - IMF,Asian Pacific Countries,Regional,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"893,207",893207,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_584_2021_Regional,893207
2020,International Monetary Fund - IMF,BEAC-Banque Etats L'Afrique Centrl,Regional,NA,Lead Donor,NA,2.6; ,Technical Assistance,"23,137",23137,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_585_2021_Regional,23137
2020,International Monetary Fund - IMF,CAPTAC: Central American Regional TA Center,Regional,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"864,293",864293,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_586_2021_Regional,864293
2020,International Monetary Fund - IMF,CARTAC:Caribbean Region TA Center,Regional,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"669,953",669953,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_587_2021_Regional,669953
2020,International Monetary Fund - IMF,CCAMTAC,Regional,NA,Lead Donor,NA,2.4.7; 2.2; ,Technical Assistance,"139,286",139286,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_588_2021_Regional,139286
2020,International Monetary Fund - IMF,CDOT (Thailand TA Office),Regional,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"413,622",413622,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_589_2021_Regional,413622
2020,International Monetary Fund - IMF,Central African Republic,Regional,NA,Lead Donor,NA,2.5; ,Technical Assistance,"22,434",22434,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_590_2021_Regional,22434
2020,International Monetary Fund - IMF,East African Community,Regional,NA,Lead Donor,NA,2.5; ,Technical Assistance,"12,705",12705,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_591_2021_Regional,12705
2020,International Monetary Fund - IMF,ECCU / ECCB,Regional,NA,Lead Donor,NA,2.6; ,Technical Assistance,"11,591",11591,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_592_2021_Regional,11591
2020,International Monetary Fund - IMF,European Countries,Regional,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"400,973",400973,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_593_2021_Regional,400973
2020,International Monetary Fund - IMF,International Monetary Fund,Regional,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"6,964,825",6964825,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_594_2021_Regional,6964825
2020,International Monetary Fund - IMF,Middle East & Central Asia Region,Regional,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 4.5; ,Technical Assistance,"342,117",342117,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_595_2021_Regional,342117
2020,International Monetary Fund - IMF,Middle East Tech.Assist. Center,Regional,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"407,429",407429,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_596_2021_Regional,407429
2020,International Monetary Fund - IMF,PFTAC: Pacific Finan'l Tech Asst Center,Regional,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"653,260",653260,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_597_2021_Regional,653260
2020,International Monetary Fund - IMF,SARTTAC: South Asia TA Center,Regional,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"615,338",615338,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_598_2021_Regional,615338
2020,International Monetary Fund - IMF,Western Hemisphere Region,Regional,NA,Lead Donor,NA,2.4.7; 2.5; ,Technical Assistance,"180,666",180666,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_599_2021_Regional,180666
2020,International Monetary Fund - IMF,"Afghanistan, Islamic Republic",Afghanistan,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"82,580",82580,AFG,625,10,South Asia,4,Afghanistan,survey,imf_600_2021_Afghanistan,82580
2020,International Monetary Fund - IMF,Albania,Albania,NA,Lead Donor,NA,2.5; ,Technical Assistance,"24,207",24207,ALB,71,103,Eastern Europe,8,Albania,survey,imf_601_2021_Albania,24207
2020,International Monetary Fund - IMF,Angola,Angola,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; 2.7,Technical Assistance,"71,855",71855,AGO,225,4,Sub-Saharan Africa,24,Angola,survey,imf_602_2021_Angola,71855
2020,International Monetary Fund - IMF,Antigua And Barbuda,Antigua and Barbuda,NA,Lead Donor,NA,2.4.7; 2.6; ,Technical Assistance,"36,435",36435,ATG,377,15,Caribbean,28,Antigua and Barbuda,survey,imf_603_2021_Antigua and Barbuda,36435
2020,International Monetary Fund - IMF,Armenia,Armenia,NA,Lead Donor,NA,2.5; ,Technical Assistance,"42,277",42277,ARM,610,103,Eastern Europe,51,Armenia,survey,imf_604_2021_Armenia,42277
2020,International Monetary Fund - IMF,Aruba,Aruba,NA,Lead Donor,NA,2.4.7; 2.5; 2.7; ,Technical Assistance,"27,640",27640,ABW,373,15,Caribbean,533,Aruba,survey,imf_605_2021_Aruba,27640
2020,International Monetary Fund - IMF,Azerbaijan,Azerbaijan,NA,Lead Donor,NA,2.5; 2.7; ,Technical Assistance,"10,677",10677,AZE,611,103,Eastern Europe,31,Azerbaijan,survey,imf_606_2021_Azerbaijan,10677
2020,International Monetary Fund - IMF,Bahamas,Bahamas,NA,Lead Donor,NA,2.4.7; 2.6; ,Technical Assistance,"43,175",43175,BHS,328,15,Caribbean,44,Bahamas,survey,imf_607_2021_Bahamas,43175
2020,International Monetary Fund - IMF,Bahrain,Bahrain,NA,Lead Donor,NA,2.2; 4.5; ,Technical Assistance,"22,340",22340,BHR,530,11,Middle East,48,Bahrain,survey,imf_608_2021_Bahrain,22340
2020,International Monetary Fund - IMF,Bangladesh,Bangladesh,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"29,795",29795,BGD,666,10,South Asia,50,Bangladesh,survey,imf_609_2021_Bangladesh,29795
2020,International Monetary Fund - IMF,Barbados,Barbados,NA,Lead Donor,NA,2.4.7; 2.2; ,Technical Assistance,"156,268",156268,BRB,329,15,Caribbean,52,Barbados,survey,imf_610_2021_Barbados,156268
2020,International Monetary Fund - IMF,Belarus,Belarus,NA,Lead Donor,NA,2.2; ,Technical Assistance,"8,444",8444,BLR,86,103,Eastern Europe,112,Belarus,survey,imf_611_2021_Belarus,8444
2020,International Monetary Fund - IMF,Belize,Belize,NA,Lead Donor,NA,2.4.7; 2.2; ,Technical Assistance,"23,755",23755,BLZ,352,16,Central America,84,Belize,survey,imf_612_2021_Belize,23755
2020,International Monetary Fund - IMF,Benin,Benin,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"143,221",143221,BEN,236,4,Sub-Saharan Africa,204,Benin,survey,imf_613_2021_Benin,143221
2020,International Monetary Fund - IMF,Bermuda,Bermuda,NA,Lead Donor,NA,2.6; ,Technical Assistance,"13,301",13301,BMU,331,15,Caribbean,60,Bermuda,survey,imf_614_2021_Bermuda,13301
2020,International Monetary Fund - IMF,Bhutan,Bhutan,NA,Lead Donor,NA,2.2; ,Technical Assistance,"31,306",31306,BTN,630,10,South Asia,64,Bhutan,survey,imf_615_2021_Bhutan,31306
2020,International Monetary Fund - IMF,Bolivia,Bolivia (Plurinational State of),NA,Lead Donor,NA,2.6; 2.2; ,Technical Assistance,"13,640",13640,BOL,428,7,South America,68,Bolivia (Plurinational State of),survey,imf_616_2021_Bolivia (Plurinational State of),13640
2020,International Monetary Fund - IMF,Bosnia And Herzegovina,Bosnia and Herzegovina,NA,Lead Donor,NA,2.6; ,Technical Assistance,"42,721",42721,BIH,64,103,Eastern Europe,70,Bosnia and Herzegovina,survey,imf_617_2021_Bosnia and Herzegovina,42721
2020,International Monetary Fund - IMF,Botswana,Botswana,NA,Lead Donor,NA,2.4.7; 2.4.6; 2.5; 2.2; 2.7,Technical Assistance,"92,528",92528,BWA,227,4,Sub-Saharan Africa,72,Botswana,survey,imf_618_2021_Botswana,92528
2020,International Monetary Fund - IMF,Brazil,Brazil,NA,Lead Donor,NA,4.5; ,Technical Assistance,"33,929",33929,BRA,431,7,South America,76,Brazil,survey,imf_619_2021_Brazil,33929
2020,International Monetary Fund - IMF,Brunei Darussalam,Brunei Darussalam,NA,Lead Donor,NA,2.6; ,Technical Assistance,"54,155",54155,BRN,725,18,South East Asia,96,Brunei Darussalam,survey,imf_620_2021_Brunei Darussalam,54155
2020,International Monetary Fund - IMF,Burkina Faso,Burkina Faso,NA,Lead Donor,NA,2.4.7; 2.4.6; 2.5; 2.2; ,Technical Assistance,"70,312",70312,BFA,287,4,Sub-Saharan Africa,854,Burkina Faso,survey,imf_621_2021_Burkina Faso,70312
2020,International Monetary Fund - IMF,Burundi,Burundi,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"32,879",32879,BDI,228,4,Sub-Saharan Africa,108,Burundi,survey,imf_622_2021_Burundi,32879
2020,International Monetary Fund - IMF,Cabo Verde,Cabo Verde,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"136,865",136865,CPV,230,4,Sub-Saharan Africa,132,Cabo Verde,survey,imf_623_2021_Cabo Verde,136865
2020,International Monetary Fund - IMF,Cambodia,Cambodia,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"144,275",144275,KHM,728,18,South East Asia,116,Cambodia,survey,imf_624_2021_Cambodia,144275
2020,International Monetary Fund - IMF,Cameroon,Cameroon,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"109,547",109547,CMR,229,4,Sub-Saharan Africa,120,Cameroon,survey,imf_625_2021_Cameroon,109547
2020,International Monetary Fund - IMF,Chad,Chad,NA,Lead Donor,NA,2.5; 2.2; ,Technical Assistance,"32,494",32494,TCD,232,4,Sub-Saharan Africa,148,Chad,survey,imf_626_2021_Chad,32494
2020,International Monetary Fund - IMF,Chile,Chile,NA,Lead Donor,NA,2.6; ,Technical Assistance,"14,669",14669,CHL,434,7,South America,152,Chile,survey,imf_627_2021_Chile,14669
2020,International Monetary Fund - IMF,Colombia,Colombia,NA,Lead Donor,NA,2.5; 2.2; ,Technical Assistance,"33,214",33214,COL,437,7,South America,170,Colombia,survey,imf_628_2021_Colombia,33214
2020,International Monetary Fund - IMF,Comoros,Comoros,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 4.5; ,Technical Assistance,"160,681",160681,COM,233,4,Sub-Saharan Africa,174,Comoros,survey,imf_629_2021_Comoros,160681
2020,International Monetary Fund - IMF,"Congo, Democratic Republic Of",Congo (Democratic Republic of the),NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"66,098",66098,COD,235,4,Sub-Saharan Africa,180,Congo (Democratic Republic of the),survey,imf_630_2021_Congo (Democratic Republic of the),66098
2020,International Monetary Fund - IMF,"Congo, Republic Of",Congo,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"94,836",94836,COG,234,4,Sub-Saharan Africa,178,Congo,survey,imf_631_2021_Congo,94836
2020,International Monetary Fund - IMF,Cook Islands,Cook Islands,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"45,937",45937,COK,831,12,Oceania,184,Cook Islands,survey,imf_632_2021_Cook Islands,45937
2020,International Monetary Fund - IMF,Costa Rica,Costa Rica,NA,Lead Donor,NA,2.4.7; 2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"91,040",91040,CRI,336,16,Central America,188,Costa Rica,survey,imf_633_2021_Costa Rica,91040
2020,International Monetary Fund - IMF,Cote D'Ivoire,C<f4>te d'Ivoire,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"132,178",132178,CIV,247,4,Sub-Saharan Africa,384,C<f4>te d'Ivoire,survey,imf_634_2021_C<f4>te d'Ivoire,132178
2020,International Monetary Fund - IMF,Djibouti,Djibouti,NA,Lead Donor,NA,2.4.7; 2.6; 2.2; ,Technical Assistance,"80,867",80867,DJI,274,4,Sub-Saharan Africa,262,Djibouti,survey,imf_635_2021_Djibouti,80867
2020,International Monetary Fund - IMF,Dominica,Dominica,NA,Lead Donor,NA,2.4.7; 2.6; ,Technical Assistance,"24,170",24170,DMA,378,15,Caribbean,212,Dominica,survey,imf_636_2021_Dominica,24170
2020,International Monetary Fund - IMF,Dominican Republic,Dominican Republic,NA,Lead Donor,NA,2.4.7; 2.5; ,Technical Assistance,"20,500",20500,DOM,340,15,Caribbean,214,Dominican Republic,survey,imf_637_2021_Dominican Republic,20500
2020,International Monetary Fund - IMF,Ecuador,Ecuador,NA,Lead Donor,NA,2.4.6; 2.5; 2.2; ,Technical Assistance,"66,622",66622,ECU,440,7,South America,218,Ecuador,survey,imf_638_2021_Ecuador,66622
2020,International Monetary Fund - IMF,"Egypt, Arab Republic Of",Egypt,NA,Lead Donor,NA,2.4.7; 2.2; ,Technical Assistance,"49,390",49390,EGY,142,3,North of Sahara,818,Egypt,survey,imf_639_2021_Egypt,49390
2020,International Monetary Fund - IMF,El Salvador,El Salvador,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"151,536",151536,SLV,342,16,Central America,222,El Salvador,survey,imf_640_2021_El Salvador,151536
2020,International Monetary Fund - IMF,Equatorial Guinea,Equatorial Guinea,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"49,001",49001,GNQ,245,4,Sub-Saharan Africa,226,Equatorial Guinea,survey,imf_641_2021_Equatorial Guinea,49001
2020,International Monetary Fund - IMF,Eritrea,Eritrea,NA,Lead Donor,NA,,Technical Assistance,"8,018",8018,ERI,271,4,Sub-Saharan Africa,232,Eritrea,survey,imf_642_2021_Eritrea,8018
2020,International Monetary Fund - IMF,Estonia,Estonia,NA,Lead Donor,NA,2.4.7; ,Technical Assistance,"16,809",16809,EST,82,103,Eastern Europe,233,Estonia,survey,imf_643_2021_Estonia,16809
2020,International Monetary Fund - IMF,Ethiopia,Ethiopia,NA,Lead Donor,NA,2.4.6; 2.5; 2.2; ,Technical Assistance,"133,559",133559,ETH,238,4,Sub-Saharan Africa,231,Ethiopia,survey,imf_644_2021_Ethiopia,133559
2020,International Monetary Fund - IMF,Fiji,Fiji,NA,Lead Donor,NA,2.4.7; 2.2; ,Technical Assistance,"29,084",29084,FJI,832,12,Oceania,242,Fiji,survey,imf_645_2021_Fiji,29084
2020,International Monetary Fund - IMF,Gabon,Gabon,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"78,926",78926,GAB,239,4,Sub-Saharan Africa,266,Gabon,survey,imf_646_2021_Gabon,78926
2020,International Monetary Fund - IMF,Gambia,Gambia,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"151,791",151791,GMB,240,4,Sub-Saharan Africa,270,Gambia,survey,imf_647_2021_Gambia,151791
2020,International Monetary Fund - IMF,Georgia,Georgia,NA,Lead Donor,NA,2.5; 2.2; ,Technical Assistance,"48,156",48156,GEO,612,103,Eastern Europe,268,Georgia,survey,imf_648_2021_Georgia,48156
2020,International Monetary Fund - IMF,Ghana,Ghana,NA,Lead Donor,NA,2.4.7; 2.4.6; 2.5; 2.2; ,Technical Assistance,"79,297",79297,GHA,241,4,Sub-Saharan Africa,288,Ghana,survey,imf_649_2021_Ghana,79297
2020,International Monetary Fund - IMF,Grenada,Grenada,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"36,712",36712,GRD,381,15,Caribbean,308,Grenada,survey,imf_650_2021_Grenada,36712
2020,International Monetary Fund - IMF,Guatemala,Guatemala,NA,Lead Donor,NA,2.2; 4.5; ,Technical Assistance,"37,570",37570,GTM,347,16,Central America,320,Guatemala,survey,imf_651_2021_Guatemala,37570
2020,International Monetary Fund - IMF,Guinea,Guinea,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"104,870",104870,GIN,243,4,Sub-Saharan Africa,324,Guinea,survey,imf_652_2021_Guinea,104870
2020,International Monetary Fund - IMF,Guinea-Bissau,Guinea-Bissau,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"106,609",106609,GNB,244,4,Sub-Saharan Africa,624,Guinea-Bissau,survey,imf_653_2021_Guinea-Bissau,106609
2020,International Monetary Fund - IMF,Guyana,Guyana,NA,Lead Donor,NA,2.6; 2.2; ,Technical Assistance,"36,297",36297,GUY,446,7,South America,328,Guyana,survey,imf_654_2021_Guyana,36297
2020,International Monetary Fund - IMF,Haiti,Haiti,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; ,Technical Assistance,"117,815",117815,HTI,349,15,Caribbean,332,Haiti,survey,imf_655_2021_Haiti,117815
